"symbol","biotype","description","mean_exprs","exprs_rank","n_cells_exprs","total_feature_exprs","pct_total_exprs","pct_dropout","total_feature_counts","log10_total_feature_counts","pct_total_counts","total_feature_tpm","log10_total_feature_tpm","pct_total_tpm","is_feature_control_mito","is_feature_control_housekeeping","is_feature_control","nkx_de","nkx_marker","isl1_de","isl1_marker"
"ENSMUSG00000059830","Gm16380","processed_pseudogene","predicted pseudogene 16380 [Source:MGI Symbol;Acc:MGI:3643564]",1.47622145155696,6258,0,2301.4292429773,0.00571146862846979,100,6225.73,3.79426003449411,0.000280283982396023,2942.33893311239,3.46884027511527,0.00927565586953334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035878","Hykk","protein_coding","hydroxylysine kinase 1 [Source:MGI Symbol;Acc:MGI:2443139]",0.613527332749477,2931,0,956.489111756435,0.00237372388134015,100,23232,4.36610529242286,0.00104591067698477,521.234730579397,2.71786575066852,0.00164318050979572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035877","Zhx3","protein_coding","zinc fingers and homeoboxes 3 [Source:MGI Symbol;Acc:MGI:2444772]",1.03026302438365,4815,0,1606.18005501411,0.00398606519139352,100,38616,4.58677853215564,0.00173850235461622,760.096665920829,2.88143981946424,0.00239618727173738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035873","Pawr","protein_coding","PRKC, apoptosis, WT1, regulator [Source:MGI Symbol;Acc:MGI:2149961]",0.667489503899523,3210,0,1040.61613657936,0.00258250234565697,100,17014,4.23083195343183,0.000765974701197439,808.894102427881,2.90842823648625,0.00255002006892504,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ENSMUSG00000059824","Dbp","protein_coding","D site albumin promoter binding protein [Source:MGI Symbol;Acc:MGI:94866]",0.231625672074599,747,0,361.1044227643,0.00089615467801733,100,5465.16,3.73768233977891,0.000246042923357012,324.025427213747,2.51191733779936,0.00102148271294972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023892","Zfp51","protein_coding","zinc finger protein 51 [Source:MGI Symbol;Acc:MGI:99198]",0.970433764560022,4569,0,1512.90623894907,0.00375458708884541,100,53419.96,4.7277116882334,0.00240498048072053,1069.80157244313,3.02970900026506,0.00337252487230337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059820","AU019823","protein_coding","expressed sequence AU019823 [Source:MGI Symbol;Acc:MGI:2143205]",2.84808880141959,9037,0,4440.17044141314,0.0110191935114123,100,92612.92,4.96667626664793,0.00416945772446352,2830.07729580171,3.45195172690021,0.00892175363776606,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000047844","Bex4","protein_coding","brain expressed X-linked 4 [Source:MGI Symbol;Acc:MGI:3606746]",4.49271286578279,10517,15,7004.13935775536,0.0173822081792522,99.0378447722899,272168.76,5.43483987033574,0.0122531083000046,6883.89440461341,3.83789728375846,0.021701318913609,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000047843","Bri3","protein_coding","brain protein I3 [Source:MGI Symbol;Acc:MGI:1933174]",1.53927825951321,6449,7,2399.7348065811,0.00595543404441312,99.5509942270686,29940.03,4.47626673640857,0.00134790793070956,2508.91947766293,3.39965978882462,0.00790931099652543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035868","Zfp983","protein_coding","zinc finger protein 983 [Source:MGI Symbol;Acc:MGI:1920479]",0.198952228448396,534,0,310.16652415105,0.000769741836598236,100,6015.62,3.77935258301989,0.000270824775597587,272.464866477771,2.43690153807365,0.000858939230129004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000035863","Palm","protein_coding","paralemmin [Source:MGI Symbol;Acc:MGI:1261814]",0.588199791154435,2817,0,917.003474409764,0.00227573217480874,100,18205,4.26021453839517,0.000819593830686457,647.624558560733,2.81199338813204,0.00204162153797607,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023886","Smoc2","protein_coding","SPARC related modular calcium binding 2 [Source:MGI Symbol;Acc:MGI:1929881]",0.433220609052488,1982,0,675.390929512829,0.00167612109633023,100,48335.92,4.68427897396531,0.00217609567880001,486.868949634929,2.68830317836779,0.0015348431751191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023883","Phf10","protein_coding","PHD finger protein 10 [Source:MGI Symbol;Acc:MGI:1919307]",2.10443919434814,7775,0,3280.82070398875,0.00814202938614988,100,68071.83,4.83297380595697,0.00306461147550328,2651.52229253111,3.42365904251968,0.00835886309328024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000059811","Atl2","protein_coding","atlastin GTPase 2 [Source:MGI Symbol;Acc:MGI:1929492]",1.93071368535451,7407,0,3009.98263546768,0.0074698891774193,100,84577,4.92725741125267,0.00380767851787797,1980.42517222146,3.29697767601165,0.00624324484380735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENSMUSG00000023882","Zfp54","protein_coding","zinc finger protein 54 [Source:MGI Symbol;Acc:MGI:99201]",0.301241548369098,1194,0,469.635573907423,0.00116549698643597,100,14370.53,4.15750300579506,0.000646964994874741,341.689214541915,2.53490043609418,0.001077167396575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
